,Map,Pokemon,DexID,MinLvl,MaxLvl,Item,Member,Tier,Type,Path,Time,Level,base_map,Map_x,Region,MaxMinLvl,IsHighestMin,HighestMinCount,IsRepellable,Repel,Tier Count
5943,Route 122,Finneon,456,20,28,Mystic Water,,Uncommon,Fish,sprites/finneon.png,M/D/Ni,20-28,Route 122,Route 122,Hoenn,35,False,5,False,,3
5944,Route 122,Horsea,116,20,28,Dragon Scale,,Common,Fish,sprites/horsea.png,M/D/Ni,20-28,Route 122,Route 122,Hoenn,35,False,5,False,,3
5945,Route 122,Magikarp,129,5,5,,,Common,Fish,sprites/magikarp.png,M/D/Ni,5-5,Route 122,Route 122,Hoenn,35,False,5,False,,3
5946,Route 122,Seadra,117,35,35,,,Uncommon,Fish,sprites/seadra.png,M/D/Ni,35-35,Route 122,Route 122,Hoenn,35,True,1,False,,3
5947,Route 122,Tentacool,72,20,28,,,Common,Fish,sprites/tentacool.png,M/D/Ni,20-28,Route 122,Route 122,Hoenn,35,False,5,False,,3
5948,Route 122,Wailmer,320,25,35,,,Uncommon,Fish,sprites/wailmer.png,M/D/Ni,25-35,Route 122,Route 122,Hoenn,35,False,5,False,,3
5949,Route 123,Azumarill,184,29,33,,,Uncommon,Surf/Fish,sprites/azumarill.png,M/D/Ni,29-33,Route 123,Route 123,Hoenn,35,False,8,False,,6
5950,Route 123,Corphish,341,35,39,,Required,Rare,Surf/Fish,sprites/corphish.png,M/D/Ni,35-39,Route 123,Route 123,Hoenn,35,True,2,True,35-39,2
5951,Route 123,Crawdaunt,342,35,39,,Required,Rare,Surf/Fish,sprites/crawdaunt.png,M/D/Ni,35-39,Route 123,Route 123,Hoenn,35,True,2,True,35-39,2
5952,Route 123,Goldeen,118,29,33,,,Common,Surf/Fish,sprites/goldeen.png,M/D/Ni,29-33,Route 123,Route 123,Hoenn,35,False,8,False,,2
5953,Route 123,Magikarp,129,29,33,,,Common,Fish,sprites/magikarp.png,M/D/Ni,29-33,Route 123,Route 123,Hoenn,29,True,1,False,,1
5954,Route 123,Marill,183,29,33,,,Uncommon,Surf/Fish,sprites/marill.png,M/D/Ni,29-33,Route 123,Route 123,Hoenn,35,False,8,False,,6
5955,Route 123,Masquerain,284,29,33,,,Uncommon,Surf/Fish,sprites/masquerain.png,M/D/Ni,29-33,Route 123,Route 123,Hoenn,35,False,8,False,,6
5956,Route 123,Pelipper,279,29,33,,,Uncommon,Surf/Fish,sprites/pelipper.png,M/D/Ni,29-33,Route 123,Route 123,Hoenn,35,False,8,False,,6
5957,Route 123,Surskit,283,29,33,,,Uncommon,Surf/Fish,sprites/surskit.png,M/D/Ni,29-33,Route 123,Route 123,Hoenn,35,False,8,False,,6
5958,Route 123,Wailmer,320,29,33,,,Uncommon,Surf/Fish,sprites/wailmer.png,M/D/Ni,29-33,Route 123,Route 123,Hoenn,35,False,8,False,,6
5959,Route 123,Wingull,278,29,33,,,Common,Surf/Fish,sprites/wingull.png,M/D/Ni,29-33,Route 123,Route 123,Hoenn,35,False,8,False,,2
5960,Route 124,Alomomola,594,25,35,,Required,Rare,Fish,sprites/alomomola.png,M/D/Ni,25-35,Route 124,Route 124,Hoenn,25,True,8,False,,1
5961,Route 124,Chinchou,170,25,35,Deep Sea Scale,,Common,Fish,sprites/chinchou.png,M/D/Ni,25-35,Route 124,Route 124,Hoenn,25,True,8,False,,4
5962,Route 124,Clamperl,366,25,35,Deep Sea Tooth,,Uncommon,Fish,sprites/clamperl.png,M/D/Ni,25-35,Route 124,Route 124,Hoenn,25,True,8,False,,3
5963,Route 124,Finneon,456,25,35,,,Uncommon,Fish,sprites/finneon.png,M/D/Ni,25-35,Route 124,Route 124,Hoenn,25,True,8,False,,3
5964,Route 124,Magikarp,129,25,35,,,Common,Fish,sprites/magikarp.png,M/D/Ni,25-35,Route 124,Route 124,Hoenn,25,True,8,False,,4
5965,Route 124,Tentacool,72,25,35,,,Common,Fish,sprites/tentacool.png,M/D/Ni,25-35,Route 124,Route 124,Hoenn,25,True,8,False,,4
5966,Route 124,Tentacruel,73,25,35,,,Common,Fish,sprites/tentacruel.png,M/D/Ni,25-35,Route 124,Route 124,Hoenn,25,True,8,False,,4
5967,Route 124,Wailmer,320,25,35,,,Uncommon,Fish,sprites/wailmer.png,M/D/Ni,25-35,Route 124,Route 124,Hoenn,25,True,8,False,,3
5968,Route 124 Underwater,Chinchou,170,25,29,Deep Sea Scale,,Common,Fish,sprites/chinchou.png,M/D/Ni,25-29,Route 124,Route 124,Hoenn,30,False,1,False,,2
5969,Route 124 Underwater,Clamperl,366,30,34,Deep Sea Tooth,,Uncommon,Fish,sprites/clamperl.png,M/D/Ni,30-34,Route 124,Route 124,Hoenn,30,True,6,False,,3
5970,Route 124 Underwater,Kabuto,140,30,34,Dome Fossil,,Rare,Fish,sprites/kabuto.png,Ni,30-34,Route 124,Route 124,Hoenn,30,True,6,False,,2
5971,Route 124 Underwater,Krabby,98,30,34,,,Uncommon,Fish,sprites/krabby.png,M/D/Ni,30-34,Route 124,Route 124,Hoenn,30,True,6,False,,3
5972,Route 124 Underwater,Lanturn,171,30,34,,,Uncommon,Fish,sprites/lanturn.png,M/D/Ni,30-34,Route 124,Route 124,Hoenn,30,True,6,False,,3
5973,Route 124 Underwater,Relicanth,369,30,34,,,Rare,Fish,sprites/relicanth.png,M/D/Ni,30-34,Route 124,Route 124,Hoenn,30,True,6,False,,2
5974,Route 124 Underwater,Tentacool,72,30,34,,,Common,Fish,sprites/tentacool.png,M/D/Ni,30-34,Route 124,Route 124,Hoenn,30,True,6,False,,2
5975,Route 125,Finneon,456,25,35,,,Uncommon,Fish,sprites/finneon.png,M/D/Ni,25-35,Route 125,Route 125,Hoenn,25,True,8,False,,4
5976,Route 125,Gyarados,130,25,35,,,Uncommon,Fish,sprites/gyarados.png,M/D/Ni,25-35,Route 125,Route 125,Hoenn,25,True,8,False,,4
5977,Route 125,Magikarp,129,25,35,,,Common,Fish,sprites/magikarp.png,M/D/Ni,25-35,Route 125,Route 125,Hoenn,25,True,8,False,,4
5978,Route 125,Seel,86,25,35,,,Common,Fish,sprites/seel.png,M/D/Ni,25-35,Route 125,Route 125,Hoenn,25,True,8,False,,4
5979,Route 125,Spheal,363,25,35,,,Uncommon,Fish,sprites/spheal.png,M/D/Ni,25-35,Route 125,Route 125,Hoenn,25,True,8,False,,4
5980,Route 125,Tentacool,72,25,35,,,Common,Fish,sprites/tentacool.png,M/D/Ni,25-35,Route 125,Route 125,Hoenn,25,True,8,False,,4
5981,Route 125,Tentacruel,73,25,35,,,Common,Fish,sprites/tentacruel.png,M/D/Ni,25-35,Route 125,Route 125,Hoenn,25,True,8,False,,4
5982,Route 125,Wailmer,320,25,35,,,Uncommon,Fish,sprites/wailmer.png,M/D/Ni,25-35,Route 125,Route 125,Hoenn,25,True,8,False,,4
5983,Route 126,Chinchou,170,32,33,Deep Sea Scale,,Common,Fish,sprites/chinchou.png,M/D/Ni,32-33,Route 126,Route 126,Hoenn,32,True,10,False,,3
5984,Route 126,Clamperl,366,32,33,Deep Sea Tooth,,Uncommon,Fish,sprites/clamperl.png,M/D/Ni,32-33,Route 126,Route 126,Hoenn,32,True,10,False,,4
5985,Route 126,Frillish,592,32,33,,Required,Rare,Fish,sprites/frillish.png,M/D/Ni,32-33,Route 126,Route 126,Hoenn,32,True,10,False,,3
5986,Route 126,Magikarp,129,32,33,,,Common,Fish,sprites/magikarp.png,M/D/Ni,32-33,Route 126,Route 126,Hoenn,32,True,10,False,,3
5987,Route 126,Relicanth,369,32,33,,Required,Rare,Fish,sprites/relicanth.png,M/D/Ni,32-33,Route 126,Route 126,Hoenn,32,True,10,False,,3
5988,Route 126,Sharpedo,319,32,33,,,Rare,Fish,sprites/sharpedo.png,M/D/Ni,32-33,Route 126,Route 126,Hoenn,32,True,10,False,,3
5989,Route 126,Shellder,90,32,33,Pearl,,Uncommon,Fish,sprites/shellder.png,M/D/Ni,32-33,Route 126,Route 126,Hoenn,32,True,10,False,,4
5990,Route 126,Tentacool,72,32,33,,,Common,Fish,sprites/tentacool.png,M/D/Ni,32-33,Route 126,Route 126,Hoenn,32,True,10,False,,3
5991,Route 126,Tentacruel,73,32,33,,,Uncommon,Fish,sprites/tentacruel.png,M/D/Ni,32-33,Route 126,Route 126,Hoenn,32,True,10,False,,4
5992,Route 126,Wailmer,320,32,33,,,Uncommon,Fish,sprites/wailmer.png,M/D/Ni,32-33,Route 126,Route 126,Hoenn,32,True,10,False,,4
5993,Route 126 Underwater,Chinchou,170,25,29,Deep Sea Scale,,Common,Fish,sprites/chinchou.png,M/D/Ni,25-29,Route 126,Route 126,Hoenn,30,False,1,False,,2
5994,Route 126 Underwater,Clamperl,366,30,34,Deep Sea Tooth,,Uncommon,Fish,sprites/clamperl.png,M/D/Ni,30-34,Route 126,Route 126,Hoenn,30,True,5,False,,3
5995,Route 126 Underwater,Krabby,98,30,34,,,Uncommon,Fish,sprites/krabby.png,M/D/Ni,30-34,Route 126,Route 126,Hoenn,30,True,5,False,,3
5996,Route 126 Underwater,Lanturn,171,30,34,,,Uncommon,Fish,sprites/lanturn.png,M/D/Ni,30-34,Route 126,Route 126,Hoenn,30,True,5,False,,3
5997,Route 126 Underwater,Relicanth,369,30,34,,,Rare,Fish,sprites/relicanth.png,M/D/Ni,30-34,Route 126,Route 126,Hoenn,30,True,5,False,,1
5998,Route 126 Underwater,Tentacool,72,30,34,,,Common,Fish,sprites/tentacool.png,M/D/Ni,30-34,Route 126,Route 126,Hoenn,30,True,5,False,,2
5999,Route 127,Chinchou,170,25,35,Deep Sea Scale,,Common,Fish,sprites/chinchou.png,M/D/Ni,25-35,Route 127,Route 127,Hoenn,33,False,6,False,,3
6000,Route 127,Finneon,456,28,36,,,Uncommon,Fish,sprites/finneon.png,M/D/Ni,28-36,Route 127,Route 127,Hoenn,33,False,6,False,,3
6001,Route 127,Frillish,592,28,36,,Required,Rare,Fish,sprites/frillish.png,M/D/Ni,28-36,Route 127,Route 127,Hoenn,33,False,6,False,,1
6002,Route 127,Magikarp,129,28,36,,,Common,Fish,sprites/magikarp.png,M/D/Ni,28-36,Route 127,Route 127,Hoenn,33,False,6,False,,3
6003,Route 127,Tentacool,72,25,35,,,Common,Fish,sprites/tentacool.png,M/D/Ni,25-35,Route 127,Route 127,Hoenn,33,False,6,False,,3
6004,Route 127,Tentacruel,73,33,36,,,Uncommon,Fish,sprites/tentacruel.png,M/D/Ni,33-36,Route 127,Route 127,Hoenn,33,True,1,False,,3
6005,Route 127,Wailmer,320,28,36,,,Uncommon,Fish,sprites/wailmer.png,M/D/Ni,28-36,Route 127,Route 127,Hoenn,33,False,6,False,,3
6006,Route 127 Underwater,Chinchou,170,25,29,Deep Sea Scale,,Common,Fish,sprites/chinchou.png,M/D/Ni,25-29,Route 127,Route 127,Hoenn,30,False,1,False,,2
6007,Route 127 Underwater,Clamperl,366,30,34,Deep Sea Tooth,,Uncommon,Fish,sprites/clamperl.png,M/D/Ni,30-34,Route 127,Route 127,Hoenn,30,True,6,False,,3
6008,Route 127 Underwater,Krabby,98,30,34,,,Uncommon,Fish,sprites/krabby.png,M/D/Ni,30-34,Route 127,Route 127,Hoenn,30,True,6,False,,3
6009,Route 127 Underwater,Lanturn,171,30,34,,,Uncommon,Fish,sprites/lanturn.png,M/D/Ni,30-34,Route 127,Route 127,Hoenn,30,True,6,False,,3
6010,Route 127 Underwater,Omanyte,138,30,34,Helix Fossil,,Rare,Fish,sprites/omanyte.png,D,30-34,Route 127,Route 127,Hoenn,30,True,6,False,,2
6011,Route 127 Underwater,Relicanth,369,30,34,,,Rare,Fish,sprites/relicanth.png,M/D/Ni,30-34,Route 127,Route 127,Hoenn,30,True,6,False,,2
6012,Route 127 Underwater,Tentacool,72,30,34,,,Common,Fish,sprites/tentacool.png,M/D/Ni,30-34,Route 127,Route 127,Hoenn,30,True,6,False,,2
6013,Route 128,Carvanha,318,28,36,,,Uncommon,Fish,sprites/carvanha.png,M/D/Ni,28-36,Route 128,Route 128,Hoenn,33,False,9,False,,6
6014,Route 128,Chinchou,170,25,35,Deep Sea Scale,,Common,Fish,sprites/chinchou.png,M/D/Ni,25-35,Route 128,Route 128,Hoenn,33,False,9,False,,3
6015,Route 128,Corsola,222,28,36,,,Uncommon,Fish,sprites/corsola.png,M/D/Ni,28-36,Route 128,Route 128,Hoenn,33,False,9,False,,6
6016,Route 128,Finneon,456,28,36,,,Uncommon,Fish,sprites/finneon.png,M/D/Ni,28-36,Route 128,Route 128,Hoenn,33,False,9,False,,6
6017,Route 128,Luvdisc,370,28,36,,,Uncommon,Fish,sprites/luvdisc.png,M/D/Ni,28-36,Route 128,Route 128,Hoenn,33,False,9,False,,6
6018,Route 128,Magikarp,129,28,36,,,Common,Fish,sprites/magikarp.png,M/D/Ni,28-36,Route 128,Route 128,Hoenn,33,False,9,False,,3
6019,Route 128,Sharpedo,319,28,36,,,Rare,Fish,sprites/sharpedo.png,M/Ni,28-36,Route 128,Route 128,Hoenn,33,False,9,False,,1
6020,Route 128,Tentacool,72,25,35,,,Common,Fish,sprites/tentacool.png,M/D/Ni,25-35,Route 128,Route 128,Hoenn,33,False,9,False,,3
6021,Route 128,Tentacruel,73,33,36,,,Uncommon,Fish,sprites/tentacruel.png,M/D/Ni,33-36,Route 128,Route 128,Hoenn,33,True,1,False,,6
6022,Route 128,Wailmer,320,28,36,,,Uncommon,Fish,sprites/wailmer.png,M/D/Ni,28-36,Route 128,Route 128,Hoenn,33,False,9,False,,6
6023,Route 128 Underwater,Chinchou,170,25,29,Deep Sea Scale,,Common,Fish,sprites/chinchou.png,M/D/Ni,25-29,Route 128,Route 128,Hoenn,30,False,1,False,,2
6024,Route 128 Underwater,Clamperl,366,30,34,Deep Sea Tooth,,Uncommon,Fish,sprites/clamperl.png,M/D/Ni,30-34,Route 128,Route 128,Hoenn,30,True,5,False,,3
6025,Route 128 Underwater,Corsola,222,30,34,,,Uncommon,Fish,sprites/corsola.png,M/D/Ni,30-34,Route 128,Route 128,Hoenn,30,True,5,False,,3
6026,Route 128 Underwater,Lanturn,171,30,34,,,Uncommon,Fish,sprites/lanturn.png,M/D/Ni,30-34,Route 128,Route 128,Hoenn,30,True,5,False,,3
6027,Route 128 Underwater,Relicanth,369,30,34,,,Rare,Fish,sprites/relicanth.png,M/D/Ni,30-34,Route 128,Route 128,Hoenn,30,True,5,False,,1
6028,Route 128 Underwater,Tentacool,72,30,34,,,Common,Fish,sprites/tentacool.png,M/D/Ni,30-34,Route 128,Route 128,Hoenn,30,True,5,False,,2
6029,Route 129,Carvanha,318,28,36,,,Uncommon,Fish,sprites/carvanha.png,M/Ni,28-36,Route 129,Route 129,Hoenn,33,False,8,False,,3
6030,Route 129,Castform,351,28,36,,,Rare,Fish,sprites/castform.png,M/D/Ni,28-36,Route 129,Route 129,Hoenn,33,False,8,False,,3
6031,Route 129,Luvdisc,370,28,36,,,Uncommon,Fish,sprites/luvdisc.png,M/D/Ni,28-36,Route 129,Route 129,Hoenn,33,False,8,False,,3
6032,Route 129,Magikarp,129,28,36,,,Common,Fish,sprites/magikarp.png,M/D/Ni,28-36,Route 129,Route 129,Hoenn,33,False,8,False,,3
6033,Route 129,Sharpedo,319,28,36,,,Rare,Fish,sprites/sharpedo.png,M/D/Ni,28-36,Route 129,Route 129,Hoenn,33,False,8,False,,3
6034,Route 129,Tentacool,72,25,35,,,Common,Fish,sprites/tentacool.png,M/D/Ni,25-35,Route 129,Route 129,Hoenn,33,False,8,False,,3
6035,Route 129,Tentacruel,73,33,36,,,Common,Fish,sprites/tentacruel.png,M/D/Ni,33-36,Route 129,Route 129,Hoenn,33,True,1,False,,3
6036,Route 129,Wailmer,320,28,36,,,Uncommon,Fish,sprites/wailmer.png,M/D/Ni,28-36,Route 129,Route 129,Hoenn,33,False,8,False,,3
6037,Route 129,Wailord,321,28,36,,,Rare,Fish,sprites/wailord.png,M/D/Ni,28-36,Route 129,Route 129,Hoenn,33,False,8,False,,3
6038,Route 129 Underwater,Chinchou,170,25,29,Deep Sea Scale,,Common,Fish,sprites/chinchou.png,M/D/Ni,25-29,Route 129,Route 129,Hoenn,30,False,1,False,,2
6039,Route 129 Underwater,Clamperl,366,30,34,Deep Sea Tooth,,Uncommon,Fish,sprites/clamperl.png,M/D/Ni,30-34,Route 129,Route 129,Hoenn,30,True,5,False,,3
6040,Route 129 Underwater,Krabby,98,30,34,,,Uncommon,Fish,sprites/krabby.png,M/D/Ni,30-34,Route 129,Route 129,Hoenn,30,True,5,False,,3
6041,Route 129 Underwater,Lanturn,171,30,34,,,Uncommon,Fish,sprites/lanturn.png,M/D/Ni,30-34,Route 129,Route 129,Hoenn,30,True,5,False,,3
6042,Route 129 Underwater,Relicanth,369,30,34,,,Rare,Fish,sprites/relicanth.png,M/D/Ni,30-34,Route 129,Route 129,Hoenn,30,True,5,False,,1
6043,Route 129 Underwater,Tentacool,72,30,34,,,Common,Fish,sprites/tentacool.png,M/D/Ni,30-34,Route 129,Route 129,Hoenn,30,True,5,False,,2
6044,Route 13,Horsea,116,33,35,Dragon Scale,,Common,Surf/Fish,sprites/horsea.png,M/D/Ni,33-35,Route 13,Route 13,Kanto,33,True,11,False,,10
6045,Route 13,Krabby,98,33,35,,,Common,Surf/Fish,sprites/krabby.png,D,33-35,Route 13,Route 13,Kanto,33,True,11,False,,10
6046,Route 13,Magikarp,129,33,35,,,Common,Surf/Fish,sprites/magikarp.png,M/D/Ni,33-35,Route 13,Route 13,Kanto,33,True,11,False,,10
6047,Route 13,Psyduck,54,33,35,,,Common,Surf/Fish,sprites/psyduck.png,M/D/Ni,33-35,Route 13,Route 13,Kanto,33,True,11,False,,10
6048,Route 13,Quagsire,195,33,35,,,Common,Surf/Fish,sprites/quagsire.png,D,33-35,Route 13,Route 13,Kanto,33,True,11,False,,10
6049,Route 13,Qwilfish,211,33,35,,Required,Uncommon,Surf/Fish,sprites/qwilfish.png,M/D/Ni,33-35,Route 13,Route 13,Kanto,33,True,11,False,,1
6050,Route 13,Seadra,117,33,35,Dragon Scale,,Common,Surf/Fish,sprites/seadra.png,M/D/Ni,33-35,Route 13,Route 13,Kanto,33,True,11,False,,10
6051,Route 13,Slowbro,80,33,35,King's Rock,,Common,Surf/Fish,sprites/slowbro.png,M,33-35,Route 13,Route 13,Kanto,33,True,11,False,,10
6052,Route 13,Slowpoke,79,33,35,Lagging Tail,,Common,Surf/Fish,sprites/slowpoke.png,M,33-35,Route 13,Route 13,Kanto,33,True,11,False,,10
6053,Route 13,Tentacool,72,33,35,Poison Barb,,Common,Surf/Fish,sprites/tentacool.png,Ni,33-35,Route 13,Route 13,Kanto,33,True,11,False,,10
6054,Route 13,Tentacruel,73,33,35,Poison Barb,,Common,Surf/Fish,sprites/tentacruel.png,Ni,33-35,Route 13,Route 13,Kanto,33,True,11,False,,10
6055,Route 130,Alomomola,594,28,36,,Required,Rare,Fish,sprites/alomomola.png,M/D,28-36,Route 130,Route 130,Hoenn,33,False,8,False,,2
6056,Route 130,Finneon,456,28,36,,,Uncommon,Fish,sprites/finneon.png,M/D/Ni,28-36,Route 130,Route 130,Hoenn,33,False,8,False,,3
6057,Route 130,Frillish,592,28,36,,Required,Rare,Fish,sprites/frillish.png,Ni,28-36,Route 130,Route 130,Hoenn,33,False,8,False,,2
6058,Route 130,Horsea,116,28,36,Dragon Scale,,Common,Fish,sprites/horsea.png,M/D/Ni,28-36,Route 130,Route 130,Hoenn,33,False,8,False,,4
6059,Route 130,Magikarp,129,28,36,,,Common,Fish,sprites/magikarp.png,M/D/Ni,28-36,Route 130,Route 130,Hoenn,33,False,8,False,,4
6060,Route 130,Seadra,117,28,36,,,Uncommon,Fish,sprites/seadra.png,M/D/Ni,28-36,Route 130,Route 130,Hoenn,33,False,8,False,,3
6061,Route 130,Tentacool,72,25,35,,,Common,Fish,sprites/tentacool.png,M/D/Ni,25-35,Route 130,Route 130,Hoenn,33,False,8,False,,4
6062,Route 130,Tentacruel,73,33,36,,,Common,Fish,sprites/tentacruel.png,M/D/Ni,33-36,Route 130,Route 130,Hoenn,33,True,1,False,,4
6063,Route 130,Wailmer,320,28,36,,,Uncommon,Fish,sprites/wailmer.png,M/D/Ni,28-36,Route 130,Route 130,Hoenn,33,False,8,False,,3
6064,Route 130 Underwater,Chinchou,170,25,29,Deep Sea Scale,,Common,Fish,sprites/chinchou.png,M/D/Ni,25-29,Route 130,Route 130,Hoenn,30,False,1,False,,2
6065,Route 130 Underwater,Clamperl,366,30,34,Deep Sea Tooth,,Uncommon,Fish,sprites/clamperl.png,M/D/Ni,30-34,Route 130,Route 130,Hoenn,30,True,5,False,,3
6066,Route 130 Underwater,Krabby,98,30,34,,,Uncommon,Fish,sprites/krabby.png,M/D/Ni,30-34,Route 130,Route 130,Hoenn,30,True,5,False,,3
6067,Route 130 Underwater,Lanturn,171,30,34,,,Uncommon,Fish,sprites/lanturn.png,M/D/Ni,30-34,Route 130,Route 130,Hoenn,30,True,5,False,,3
6068,Route 130 Underwater,Relicanth,369,30,34,,,Rare,Fish,sprites/relicanth.png,M/D/Ni,30-34,Route 130,Route 130,Hoenn,30,True,5,False,,1
6069,Route 130 Underwater,Tentacool,72,30,34,,,Common,Fish,sprites/tentacool.png,M/D/Ni,30-34,Route 130,Route 130,Hoenn,30,True,5,False,,2
6070,Route 131,Finneon,456,31,33,,,Uncommon,Surf/Fish,sprites/finneon.png,M/D/Ni,31-33,Route 131,Route 131,Hoenn,31,True,2,False,,2
6071,Route 131,Frillish,592,31,33,,Required,Rare,Fish,sprites/frillish.png,M/D/Ni,31-33,Route 131,Route 131,Hoenn,34,False,7,False,,2
6072,Route 131,Horsea,116,34,36,Dragon Scale,,Common,Fish,sprites/horsea.png,M/D/Ni,34-36,Route 131,Route 131,Hoenn,34,True,1,True,34-36,4
6073,Route 131,Krabby,98,31,33,,,Common,Fish,sprites/krabby.png,M/D/Ni,31-33,Route 131,Route 131,Hoenn,34,False,7,False,,4
6074,Route 131,Magikarp,129,31,33,,,Common,Fish,sprites/magikarp.png,M/D/Ni,31-33,Route 131,Route 131,Hoenn,34,False,7,False,,4
6075,Route 131,Seadra,117,31,33,,,Uncommon,Surf/Fish,sprites/seadra.png,M/D/Ni,31-33,Route 131,Route 131,Hoenn,31,True,2,False,,2
6076,Route 131,Sharpedo,319,31,33,,,Rare,Fish,sprites/sharpedo.png,M/D/Ni,31-33,Route 131,Route 131,Hoenn,34,False,7,False,,2
6077,Route 131,Staryu,120,31,33,,,Uncommon,Fish,sprites/staryu.png,M/D/Ni,31-33,Route 131,Route 131,Hoenn,34,False,7,False,,2
6078,Route 131,Tentacool,72,31,33,,,Common,Fish,sprites/tentacool.png,M/D/Ni,31-33,Route 131,Route 131,Hoenn,34,False,7,False,,4
6079,Route 131,Wailmer,320,31,33,,,Uncommon,Fish,sprites/wailmer.png,M/D/Ni,31-33,Route 131,Route 131,Hoenn,34,False,7,False,,2
6080,Route 131 B,Finneon,456,32,34,,,Uncommon,Fish,sprites/finneon.png,M/D/Ni,32-34,Route 131,Route 131,Hoenn,32,True,10,False,,4
6081,Route 131 B,Frillish,592,32,34,,Required,Rare,Fish,sprites/frillish.png,M/D/Ni,32-34,Route 131,Route 131,Hoenn,32,True,10,False,,2
6082,Route 131 B,Horsea,116,32,34,Dragon Scale,,Common,Fish,sprites/horsea.png,M/D/Ni,32-34,Route 131,Route 131,Hoenn,32,True,10,False,,4
6083,Route 131 B,Krabby,98,32,34,,,Common,Fish,sprites/krabby.png,M/D/Ni,32-34,Route 131,Route 131,Hoenn,32,True,10,False,,4
6084,Route 131 B,Magikarp,129,32,34,,,Common,Fish,sprites/magikarp.png,M/D/Ni,32-34,Route 131,Route 131,Hoenn,32,True,10,False,,4
6085,Route 131 B,Seadra,117,32,34,,,Uncommon,Fish,sprites/seadra.png,M/D/Ni,32-34,Route 131,Route 131,Hoenn,32,True,10,False,,4
6086,Route 131 B,Sharpedo,319,32,34,,,Rare,Fish,sprites/sharpedo.png,M/D/Ni,32-34,Route 131,Route 131,Hoenn,32,True,10,False,,2
6087,Route 131 B,Staryu,120,32,34,,,Uncommon,Fish,sprites/staryu.png,M/D/Ni,32-34,Route 131,Route 131,Hoenn,32,True,10,False,,4
6088,Route 131 B,Tentacool,72,32,34,,,Common,Fish,sprites/tentacool.png,M/D/Ni,32-34,Route 131,Route 131,Hoenn,32,True,10,False,,4
6089,Route 131 B,Wailmer,320,32,34,,,Uncommon,Fish,sprites/wailmer.png,M/D/Ni,32-34,Route 131,Route 131,Hoenn,32,True,10,False,,4
6090,Route 132,Carvanha,318,30,36,,,Uncommon,Fish,sprites/carvanha.png,M/D/Ni,30-36,Route 132,Route 132,Hoenn,30,True,5,False,,3
6091,Route 132,Horsea,116,26,36,Dragon Scale,,Common,Fish,sprites/horsea.png,M/D/Ni,26-36,Route 132,Route 132,Hoenn,30,False,4,False,,4
6092,Route 132,Krabby,98,30,34,,,Common,Fish,sprites/krabby.png,M/D/Ni,30-34,Route 132,Route 132,Hoenn,30,True,5,False,,4
6093,Route 132,Lapras,131,30,35,TM13 - Ice Beam,,Rare,Fish,sprites/lapras.png,M/D/Ni,30-35,Route 132,Route 132,Hoenn,30,True,5,False,,2
6094,Route 132,Magikarp,129,22,35,,,Common,Fish,sprites/magikarp.png,M/D/Ni,22-35,Route 132,Route 132,Hoenn,30,False,4,False,,4
6095,Route 132,Seadra,117,30,34,,,Uncommon,Fish,sprites/seadra.png,M/D/Ni,30-34,Route 132,Route 132,Hoenn,30,True,5,False,,3
6096,Route 132,Sharpedo,319,30,35,,,Rare,Fish,sprites/sharpedo.png,M/D/Ni,30-35,Route 132,Route 132,Hoenn,30,True,5,False,,2
6097,Route 132,Tentacool,72,24,38,,,Common,Fish,sprites/tentacool.png,M/D/Ni,24-38,Route 132,Route 132,Hoenn,30,False,4,False,,4
6098,Route 132,Wailmer,320,5,35,,,Uncommon,Fish,sprites/wailmer.png,M/D/Ni,5-35,Route 132,Route 132,Hoenn,30,False,4,False,,3
6099,Route 133,Carvanha,318,30,34,,,Uncommon,Fish,sprites/carvanha.png,M/D/Ni,30-34,Route 133,Route 133,Hoenn,30,True,9,False,,4
6100,Route 133,Finneon,456,30,34,,,Uncommon,Fish,sprites/finneon.png,M/D/Ni,30-34,Route 133,Route 133,Hoenn,30,True,9,False,,4
6101,Route 133,Frillish,592,30,34,,Required,Rare,Fish,sprites/frillish.png,M/D/Ni,30-34,Route 133,Route 133,Hoenn,30,True,9,False,,2
6102,Route 133,Horsea,116,30,34,Dragon Scale,,Common,Fish,sprites/horsea.png,M/D/Ni,30-34,Route 133,Route 133,Hoenn,30,True,9,False,,3
6103,Route 133,Magikarp,129,30,34,,,Common,Fish,sprites/magikarp.png,M/D/Ni,30-34,Route 133,Route 133,Hoenn,30,True,9,False,,3
6104,Route 133,Seadra,117,30,34,,,Uncommon,Fish,sprites/seadra.png,M/D/Ni,30-34,Route 133,Route 133,Hoenn,30,True,9,False,,4
6105,Route 133,Sharpedo,319,30,34,,,Rare,Fish,sprites/sharpedo.png,M/D/Ni,30-34,Route 133,Route 133,Hoenn,30,True,9,False,,2
6106,Route 133,Tentacool,72,30,34,,,Common,Fish,sprites/tentacool.png,M/D/Ni,30-34,Route 133,Route 133,Hoenn,30,True,9,False,,3
6107,Route 133,Wailmer,320,30,34,,,Uncommon,Fish,sprites/wailmer.png,M/D/Ni,30-34,Route 133,Route 133,Hoenn,30,True,9,False,,4
6108,Route 134,Alomomola,594,37,41,,Required,Rare,Surf/Fish,sprites/alomomola.png,M/D/Ni,37-41,Route 134,Route 134,Hoenn,37,True,1,True,37-41,2
